2,3,358,5,1,232
0,0,240,4.2,3,219
5,1,120,2,2,222
3,0,0,5.5,3,140
1,3,438,2,1,320
0,4,150,2.7,0,64
4,4,193,1.6,0,150
6,2,212,1.8,1,145
4,4,177,1.5,0,194
